review_id,rating,content,created_at
19946730,5,Ổn so với tầm giá,2024-08-06 12:01:21
20019676,5,,2024-10-30 04:29:33
20017206,5,,2024-10-27 04:53:59
20014262,5,,2024-10-23 17:28:01
20010239,5,,2024-10-19 11:53:47
20010034,5,,2024-10-19 06:47:20
20009264,5,,2024-10-18 04:25:16
20009051,5,,2024-10-18 00:58:44
20007763,5,,2024-10-16 09:15:05
20003344,5,,2024-10-12 00:53:12
19932833,5,Máy mới ngon lành,2024-07-21 06:06:51
19879951,5,Giao nhanh và bưu tá thân thiện,2024-05-22 04:30:07
19879952,5,Giao nhanh và bưu tá thân thiện,2024-05-22 04:30:31
19991908,5,,2024-09-28 10:44:00
19991809,5,,2024-09-28 08:04:27
19986978,5,,2024-09-22 10:17:23
19985405,5,,2024-09-20 11:39:05
19977258,5,,2024-09-11 09:57:46
19841175,5,"Tiki giao hàng nhanh, máy dùng ổn.",2024-04-12 23:03:20
19875559,5,"Giao hàng nhanh, hàng tốt",2024-05-17 03:03:19
19949309,5,Tốt,2024-08-09 01:01:40
19955247,5,,2024-08-15 07:35:37
19781728,5,"Ok,xài các tác vụ cơ bản rất mượt.",2024-02-24 12:04:21
19951983,5,,2024-08-12 01:57:52
19951357,5,,2024-08-11 06:24:09
19950402,5,,2024-08-10 03:51:34
19934955,5,Good,2024-07-23 13:55:03
19940796,5,,2024-07-30 14:53:21
19938074,5,,2024-07-27 05:51:45
19936533,5,,2024-07-25 07:45:10
19936478,5,,2024-07-25 07:09:31
19935459,5,,2024-07-24 06:50:45
19933200,5,,2024-07-21 14:43:55
19925728,5,Ok,2024-07-12 10:47:12
19931399,5,,2024-07-19 06:49:38
19926652,5,,2024-07-13 13:24:35
19924884,5,,2024-07-11 10:39:05
19923462,5,,2024-07-10 02:52:48
19920758,5,,2024-07-07 05:55:45
19905512,5,,2024-06-19 00:34:46
19903005,5,,2024-06-15 18:01:52
19902817,5,,2024-06-15 12:43:06
19901709,5,,2024-06-14 05:57:14
19900259,5,,2024-06-12 13:15:24
19895129,5,,2024-06-07 06:58:24
19894863,5,,2024-06-07 03:14:32
19892347,5,,2024-06-04 16:18:34
19892124,5,,2024-06-04 11:15:55
19891450,4,,2024-06-03 23:54:39
19888560,5,,2024-05-31 18:40:10
19882321,5,,2024-05-25 04:43:43
19881053,4,,2024-05-23 12:33:26
19868875,5,,2024-05-10 04:42:10
19860316,5,,2024-05-02 13:54:35
19798325,5,Ok lắm đó,2024-03-08 06:31:34
19851573,5,,2024-04-23 02:50:47
19851452,5,,2024-04-22 18:39:32
19847519,5,,2024-04-18 23:36:48
19845700,5,,2024-04-17 06:15:25
19836051,5,,2024-04-08 09:33:58
19811987,5,,2024-03-19 07:02:48
19777471,5,Đẹp,2024-02-21 10:48:06
19805548,5,,2024-03-14 05:54:44
19792733,5,,2024-03-04 03:07:05
19791259,5,,2024-03-03 02:40:27
19770297,5,,2024-02-17 00:14:50
